Year,Geography,GeoCode,Sex,Age group,Skill,Proficiency level,Value
2012,Newfoundland and Labrador,10,Males,16 to 24 years,Numeracy,2 or below,53.3
2012,Newfoundland and Labrador,10,Males,25 to 34 years,Literacy,2 or below,40.6
2012,Newfoundland and Labrador,10,Males,25 to 34 years,Numeracy,2 or below,46.1
2012,Newfoundland and Labrador,10,Males,35 to 44 years,Literacy,2 or below,51.4
2012,Newfoundland and Labrador,10,Males,35 to 44 years,Numeracy,2 or below,54.5
2012,Newfoundland and Labrador,10,Males,45 to 54 years,Literacy,2 or below,61.4
2012,Newfoundland and Labrador,10,Males,45 to 54 years,Numeracy,2 or below,68.9
2012,Newfoundland and Labrador,10,Males,55 to 65 years,Literacy,2 or below,72.4
2012,Newfoundland and Labrador,10,Males,55 to 65 years,Numeracy,2 or below,77.4
2012,Newfoundland and Labrador,10,Females,Total age groups,Literacy,2 or below,56.4
2012,Newfoundland and Labrador,10,Females,Total age groups,Numeracy,2 or below,68.7
2012,Newfoundland and Labrador,10,Females,16 to 24 years,Literacy,2 or below,46.1
2012,Newfoundland and Labrador,10,Females,16 to 24 years,Numeracy,2 or below,56.0
2012,Newfoundland and Labrador,10,Females,25 to 34 years,Literacy,2 or below,44.3
2012,Newfoundland and Labrador,10,Females,25 to 34 years,Numeracy,2 or below,57.5
2012,Newfoundland and Labrador,10,Females,35 to 44 years,Literacy,2 or below,45.1
2012,Newfoundland and Labrador,10,Females,35 to 44 years,Numeracy,2 or below,58.6
2012,Newfoundland and Labrador,10,Females,45 to 54 years,Literacy,2 or below,61.3
2012,Newfoundland and Labrador,10,Females,45 to 54 years,Numeracy,2 or below,73.7
2012,Newfoundland and Labrador,10,Females,55 to 65 years,Literacy,2 or below,74.4
2012,Newfoundland and Labrador,10,Females,55 to 65 years,Numeracy,2 or below,86.7
2012,Prince Edward Island,11,Both sexes,Total age groups,Literacy,2 or below,45.3
2012,Prince Edward Island,11,Both sexes,Total age groups,Numeracy,2 or below,55.8
2012,Prince Edward Island,11,Both sexes,16 to 24 years,Literacy,2 or below,44.1
2012,Prince Edward Island,11,Both sexes,16 to 24 years,Numeracy,2 or below,54.3
2012,Prince Edward Island,11,Both sexes,25 to 34 years,Literacy,2 or below,32.3
2012,Prince Edward Island,11,Both sexes,25 to 34 years,Numeracy,2 or below,45.5
2012,Prince Edward Island,11,Both sexes,35 to 44 years,Literacy,2 or below,37.6
2012,Prince Edward Island,11,Both sexes,35 to 44 years,Numeracy,2 or below,50.3
2012,Prince Edward Island,11,Both sexes,45 to 54 years,Literacy,2 or below,51.2
2012,Prince Edward Island,11,Both sexes,45 to 54 years,Numeracy,2 or below,61.0
2012,Prince Edward Island,11,Both sexes,55 to 65 years,Literacy,2 or below,55.2
2012,Prince Edward Island,11,Both sexes,55 to 65 years,Numeracy,2 or below,62.9
2012,Prince Edward Island,11,Males,Total age groups,Literacy,2 or below,47.6
2012,Prince Edward Island,11,Males,Total age groups,Numeracy,2 or below,54.1
2012,Prince Edward Island,11,Males,16 to 24 years,Literacy,2 or below,43.6
2012,Prince Edward Island,11,Males,16 to 24 years,Numeracy,2 or below,52.1
2012,Prince Edward Island,11,Males,25 to 34 years,Literacy,2 or below,32.6
2012,Prince Edward Island,11,Males,25 to 34 years,Numeracy,2 or below,39.9
2012,Prince Edward Island,11,Males,35 to 44 years,Literacy,2 or below,40.9
2012,Prince Edward Island,11,Males,35 to 44 years,Numeracy,2 or below,48.9
2012,Prince Edward Island,11,Males,45 to 54 years,Literacy,2 or below,58.8
2012,Prince Edward Island,11,Males,45 to 54 years,Numeracy,2 or below,61.6
2012,Prince Edward Island,11,Males,55 to 65 years,Literacy,2 or below,54.4
2012,Prince Edward Island,11,Males,55 to 65 years,Numeracy,2 or below,61.4
2012,Prince Edward Island,11,Females,Total age groups,Literacy,2 or below,43.1
2012,Prince Edward Island,11,Females,Total age groups,Numeracy,2 or below,57.4
2012,Prince Edward Island,11,Females,16 to 24 years,Literacy,2 or below,44.5
2012,Prince Edward Island,11,Females,16 to 24 years,Numeracy,2 or below,56.5
2012,Prince Edward Island,11,Females,25 to 34 years,Literacy,2 or below,32.1
2012,Prince Edward Island,11,Females,25 to 34 years,Numeracy,2 or below,50.5
2012,Prince Edward Island,11,Females,35 to 44 years,Literacy,2 or below,34.4
2012,Prince Edward Island,11,Females,35 to 44 years,Numeracy,2 or below,51.7
2012,Prince Edward Island,11,Females,45 to 54 years,Literacy,2 or below,43.7
2012,Prince Edward Island,11,Females,45 to 54 years,Numeracy,2 or below,60.3
2012,Prince Edward Island,11,Females,55 to 65 years,Literacy,2 or below,56.0
2012,Prince Edward Island,11,Females,55 to 65 years,Numeracy,2 or below,64.4
2012,Nova Scotia,12,Both sexes,Total age groups,Literacy,2 or below,50.3
2012,Nova Scotia,12,Both sexes,Total age groups,Numeracy,2 or below,58.2
2012,Nova Scotia,12,Both sexes,16 to 24 years,Literacy,2 or below,54.4
2012,Nova Scotia,12,Both sexes,16 to 24 years,Numeracy,2 or below,61.3
2012,Nova Scotia,12,Both sexes,25 to 34 years,Literacy,2 or below,37.7
2012,Nova Scotia,12,Both sexes,25 to 34 years,Numeracy,2 or below,47.3
2012,Nova Scotia,12,Both sexes,35 to 44 years,Literacy,2 or below,41.4
2012,Nova Scotia,12,Both sexes,35 to 44 years,Numeracy,2 or below,49.8
2012,Nova Scotia,12,Both sexes,45 to 54 years,Literacy,2 or below,52.5
2012,Nova Scotia,12,Both sexes,45 to 54 years,Numeracy,2 or below,61.1
2012,Nova Scotia,12,Both sexes,55 to 65 years,Literacy,2 or below,61.2
2012,Nova Scotia,12,Both sexes,55 to 65 years,Numeracy,2 or below,67.6
2012,Nova Scotia,12,Males,Total age groups,Literacy,2 or below,49.3
2012,Nova Scotia,12,Males,Total age groups,Numeracy,2 or below,52.0
2012,Nova Scotia,12,Males,16 to 24 years,Literacy,2 or below,51.2
2012,Nova Scotia,12,Males,16 to 24 years,Numeracy,2 or below,54.8
2012,Nova Scotia,12,Males,25 to 34 years,Literacy,2 or below,32.7
2012,Nova Scotia,12,Males,25 to 34 years,Numeracy,2 or below,35.4
2012,Nova Scotia,12,Males,35 to 44 years,Literacy,2 or below,42.5
2012,Nova Scotia,12,Males,35 to 44 years,Numeracy,2 or below,45.0
2012,Nova Scotia,12,Males,45 to 54 years,Literacy,2 or below,55.3
2012,Nova Scotia,12,Males,45 to 54 years,Numeracy,2 or below,59.0
2012,Nova Scotia,12,Males,55 to 65 years,Literacy,2 or below,58.7
2012,Nova Scotia,12,Males,55 to 65 years,Numeracy,2 or below,59.8
2012,Nova Scotia,12,Females,Total age groups,Literacy,2 or below,51.2
2012,Nova Scotia,12,Females,Total age groups,Numeracy,2 or below,64.1
2012,Nova Scotia,12,Females,16 to 24 years,Literacy,2 or below,57.5
2012,Nova Scotia,12,Females,16 to 24 years,Numeracy,2 or below,67.6
2012,Nova Scotia,12,Females,25 to 34 years,Literacy,2 or below,42.2
2012,Nova Scotia,12,Females,25 to 34 years,Numeracy,2 or below,57.9
2012,Nova Scotia,12,Females,35 to 44 years,Literacy,2 or below,40.4
2012,Nova Scotia,12,Females,35 to 44 years,Numeracy,2 or below,54.2
2012,Nova Scotia,12,Females,45 to 54 years,Literacy,2 or below,49.8
2012,Nova Scotia,12,Females,45 to 54 years,Numeracy,2 or below,63.1
2012,Nova Scotia,12,Females,55 to 65 years,Literacy,2 or below,63.5
2012,Nova Scotia,12,Females,55 to 65 years,Numeracy,2 or below,75.1
2012,New Brunswick,13,Both sexes,Total age groups,Literacy,2 or below,53.5
2012,New Brunswick,13,Both sexes,Total age groups,Numeracy,2 or below,63.1
2012,New Brunswick,13,Both sexes,16 to 24 years,Literacy,2 or below,59.4
2012,New Brunswick,13,Both sexes,16 to 24 years,Numeracy,2 or below,67.9
2012,New Brunswick,13,Both sexes,25 to 34 years,Literacy,2 or below,38.2
2012,New Brunswick,13,Both sexes,25 to 34 years,Numeracy,2 or below,50.8
2012,New Brunswick,13,Both sexes,35 to 44 years,Literacy,2 or below,43.1
2012,New Brunswick,13,Both sexes,35 to 44 years,Numeracy,2 or below,55.7
2012,New Brunswick,13,Both sexes,45 to 54 years,Literacy,2 or below,57.5
2012,New Brunswick,13,Both sexes,45 to 54 years,Numeracy,2 or below,64.1
2012,New Brunswick,13,Both sexes,55 to 65 years,Literacy,2 or below,64.4
2012,New Brunswick,13,Both sexes,55 to 65 years,Numeracy,2 or below,73.2
2012,New Brunswick,13,Males,Total age groups,Literacy,2 or below,53.8
2012,New Brunswick,13,Males,Total age groups,Numeracy,2 or below,58.1
2012,New Brunswick,13,Males,16 to 24 years,Literacy,2 or below,62.5
2012,New Brunswick,13,Males,16 to 24 years,Numeracy,2 or below,67.7
2012,New Brunswick,13,Males,25 to 34 years,Literacy,2 or below,34.4
2012,New Brunswick,13,Males,25 to 34 years,Numeracy,2 or below,40.2
2012,New Brunswick,13,Males,35 to 44 years,Literacy,2 or below,42.4
2012,New Brunswick,13,Males,35 to 44 years,Numeracy,2 or below,48.4
2012,New Brunswick,13,Males,45 to 54 years,Literacy,2 or below,62.5
2012,New Brunswick,13,Males,45 to 54 years,Numeracy,2 or below,64.0
2012,New Brunswick,13,Males,55 to 65 years,Literacy,2 or below,62.0
2012,New Brunswick,13,Males,55 to 65 years,Numeracy,2 or below,65.9
2012,New Brunswick,13,Females,Total age groups,Literacy,2 or below,53.1
2012,New Brunswick,13,Females,Total age groups,Numeracy,2 or below,67.9
2012,New Brunswick,13,Females,16 to 24 years,Literacy,2 or below,56.1
2012,New Brunswick,13,Females,16 to 24 years,Numeracy,2 or below,68.1
2012,New Brunswick,13,Females,25 to 34 years,Literacy,2 or below,41.7
2012,New Brunswick,13,Females,25 to 34 years,Numeracy,2 or below,60.8
2012,New Brunswick,13,Females,35 to 44 years,Literacy,2 or below,43.9
2012,New Brunswick,13,Females,35 to 44 years,Numeracy,2 or below,62.9
2012,New Brunswick,13,Females,45 to 54 years,Literacy,2 or below,52.7
2012,New Brunswick,13,Females,45 to 54 years,Numeracy,2 or below,64.1
2012,New Brunswick,13,Females,55 to 65 years,Literacy,2 or below,66.8
2012,New Brunswick,13,Females,55 to 65 years,Numeracy,2 or below,80.1
2012,Quebec,24,Both sexes,Total age groups,Literacy,2 or below,53.2
2012,Quebec,24,Both sexes,Total age groups,Numeracy,2 or below,56.1
2012,Quebec,24,Both sexes,16 to 24 years,Literacy,2 or below,48.7
2012,Quebec,24,Both sexes,16 to 24 years,Numeracy,2 or below,50.0
2012,Quebec,24,Both sexes,25 to 34 years,Literacy,2 or below,39.7
2012,Quebec,24,Both sexes,25 to 34 years,Numeracy,2 or below,43.5
2012,Quebec,24,Both sexes,35 to 44 years,Literacy,2 or below,44.7
2012,Quebec,24,Both sexes,35 to 44 years,Numeracy,2 or below,49.3
2012,Quebec,24,Both sexes,45 to 54 years,Literacy,2 or below,59.9
2012,Quebec,24,Both sexes,45 to 54 years,Numeracy,2 or below,61.7
2012,Quebec,24,Both sexes,55 to 65 years,Literacy,2 or below,69.3
2012,Quebec,24,Both sexes,55 to 65 years,Numeracy,2 or below,72.2
2012,Quebec,24,Males,Total age groups,Literacy,2 or below,52.3
2012,Quebec,24,Males,Total age groups,Numeracy,2 or below,51.4
2012,Quebec,24,Males,16 to 24 years,Literacy,2 or below,52.3
2012,Quebec,24,Males,16 to 24 years,Numeracy,2 or below,50.5
2012,Quebec,24,Males,25 to 34 years,Literacy,2 or below,40.5
2012,Quebec,24,Males,25 to 34 years,Numeracy,2 or below,40.0
2012,Quebec,24,Males,35 to 44 years,Literacy,2 or below,43.2
2012,Quebec,24,Males,35 to 44 years,Numeracy,2 or below,44.3
2012,Quebec,24,Males,45 to 54 years,Literacy,2 or below,57.2
2012,Quebec,24,Males,45 to 54 years,Numeracy,2 or below,54.9
2012,Quebec,24,Males,55 to 65 years,Literacy,2 or below,66.4
2012,Quebec,24,Males,55 to 65 years,Numeracy,2 or below,65.5
2012,Quebec,24,Females,Total age groups,Literacy,2 or below,54.1
2012,Quebec,24,Females,Total age groups,Numeracy,2 or below,60.9
2012,Quebec,24,Females,16 to 24 years,Literacy,2 or below,44.9
2012,Quebec,24,Females,16 to 24 years,Numeracy,2 or below,49.5
2012,Quebec,24,Females,25 to 34 years,Literacy,2 or below,38.7
2012,Quebec,24,Females,25 to 34 years,Numeracy,2 or below,47.1
2012,Quebec,24,Females,35 to 44 years,Literacy,2 or below,46.1
2012,Quebec,24,Females,35 to 44 years,Numeracy,2 or below,54.5
2012,Quebec,24,Females,45 to 54 years,Literacy,2 or below,62.7
2012,Quebec,24,Females,45 to 54 years,Numeracy,2 or below,68.7
2012,Quebec,24,Females,55 to 65 years,Literacy,2 or below,72.0
2012,Quebec,24,Females,55 to 65 years,Numeracy,2 or below,78.7
2012,Ontario,35,Both sexes,Total age groups,Literacy,2 or below,46.8
2012,Ontario,35,Both sexes,Total age groups,Numeracy,2 or below,53.8
2012,Ontario,35,Both sexes,16 to 24 years,Literacy,2 or below,44.2
2012,Ontario,35,Both sexes,16 to 24 years,Numeracy,2 or below,53.3
2012,Ontario,35,Both sexes,25 to 34 years,Literacy,2 or below,41.1
2012,Ontario,35,Both sexes,25 to 34 years,Numeracy,2 or below,48.2
2012,Ontario,35,Both sexes,35 to 44 years,Literacy,2 or below,41.7
2012,Ontario,35,Both sexes,35 to 44 years,Numeracy,2 or below,48.7
2012,Ontario,35,Both sexes,45 to 54 years,Literacy,2 or below,49.9
2012,Ontario,35,Both sexes,45 to 54 years,Numeracy,2 or below,54.5
2012,Ontario,35,Both sexes,55 to 65 years,Literacy,2 or below,56.5
2012,Ontario,35,Both sexes,55 to 65 years,Numeracy,2 or below,64.5
2012,Ontario,35,Males,Total age groups,Literacy,2 or below,45.7
2012,Ontario,35,Males,Total age groups,Numeracy,2 or below,47.1
2012,Ontario,35,Males,16 to 24 years,Literacy,2 or below,43.9
2012,Ontario,35,Males,16 to 24 years,Numeracy,2 or below,47.5
2012,Ontario,35,Males,25 to 34 years,Literacy,2 or below,40.3
2012,Ontario,35,Males,25 to 34 years,Numeracy,2 or below,42.7
2012,Ontario,35,Males,35 to 44 years,Literacy,2 or below,40.0
2012,Ontario,35,Males,35 to 44 years,Numeracy,2 or below,39.9
2012,Ontario,35,Males,45 to 54 years,Literacy,2 or below,47.9
2012,Ontario,35,Males,45 to 54 years,Numeracy,2 or below,47.4
2012,Ontario,35,Males,55 to 65 years,Literacy,2 or below,56.0
2012,Ontario,35,Males,55 to 65 years,Numeracy,2 or below,57.9
2012,Ontario,35,Females,Total age groups,Literacy,2 or below,47.9
2012,Ontario,35,Females,Total age groups,Numeracy,2 or below,60.5
2012,Ontario,35,Females,16 to 24 years,Literacy,2 or below,44.5
2012,Ontario,35,Females,16 to 24 years,Numeracy,2 or below,59.2
2012,Ontario,35,Females,25 to 34 years,Literacy,2 or below,41.8
2012,Ontario,35,Females,25 to 34 years,Numeracy,2 or below,53.5
2012,Ontario,35,Females,35 to 44 years,Literacy,2 or below,43.3
2012,Ontario,35,Females,35 to 44 years,Numeracy,2 or below,57.2
2012,Ontario,35,Females,45 to 54 years,Literacy,2 or below,52.0
2012,Ontario,35,Females,45 to 54 years,Numeracy,2 or below,61.8
2012,Ontario,35,Females,55 to 65 years,Literacy,2 or below,57.0
2012,Ontario,35,Females,55 to 65 years,Numeracy,2 or below,70.8
2012,Manitoba,46,Both sexes,Total age groups,Literacy,2 or below,48.3
2012,Manitoba,46,Both sexes,Total age groups,Numeracy,2 or below,54.8
2012,Manitoba,46,Both sexes,16 to 24 years,Literacy,2 or below,49.5
2012,Manitoba,46,Both sexes,16 to 24 years,Numeracy,2 or below,55.1
2012,Manitoba,46,Both sexes,25 to 34 years,Literacy,2 or below,40.6
2012,Manitoba,46,Both sexes,25 to 34 years,Numeracy,2 or below,48.0
2012,Manitoba,46,Both sexes,35 to 44 years,Literacy,2 or below,45.0
2012,Manitoba,46,Both sexes,35 to 44 years,Numeracy,2 or below,49.7
2012,Manitoba,46,Both sexes,45 to 54 years,Literacy,2 or below,50.7
2012,Manitoba,46,Both sexes,45 to 54 years,Numeracy,2 or below,55.7
2012,Manitoba,46,Both sexes,55 to 65 years,Literacy,2 or below,55.3
2012,Manitoba,46,Both sexes,55 to 65 years,Numeracy,2 or below,65.0
2012,Manitoba,46,Males,Total age groups,Literacy,2 or below,50.5
2012,Manitoba,46,Males,Total age groups,Numeracy,2 or below,52.0
2012,Manitoba,46,Males,16 to 24 years,Literacy,2 or below,50.9
2012,Manitoba,46,Males,16 to 24 years,Numeracy,2 or below,51.3
2012,Manitoba,46,Males,25 to 34 years,Literacy,2 or below,48.8
2012,Manitoba,46,Males,25 to 34 years,Numeracy,2 or below,46.5
2012,Manitoba,46,Males,35 to 44 years,Literacy,2 or below,44.9
2012,Manitoba,46,Males,35 to 44 years,Numeracy,2 or below,46.0
2012,Manitoba,46,Males,45 to 54 years,Literacy,2 or below,54.1
2012,Manitoba,46,Males,45 to 54 years,Numeracy,2 or below,55.5
2012,Manitoba,46,Males,55 to 65 years,Literacy,2 or below,53.1
2012,Manitoba,46,Males,55 to 65 years,Numeracy,2 or below,60.2
2012,Manitoba,46,Females,Total age groups,Literacy,2 or below,46.1
2012,Manitoba,46,Females,Total age groups,Numeracy,2 or below,57.5
2012,Manitoba,46,Females,16 to 24 years,Literacy,2 or below,48.1
2012,Manitoba,46,Females,16 to 24 years,Numeracy,2 or below,59.1
2012,Manitoba,46,Females,25 to 34 years,Literacy,2 or below,32.3
2012,Manitoba,46,Females,25 to 34 years,Numeracy,2 or below,49.4
2012,Manitoba,46,Females,35 to 44 years,Literacy,2 or below,45.1
2012,Manitoba,46,Females,35 to 44 years,Numeracy,2 or below,53.4
2012,Manitoba,46,Females,45 to 54 years,Literacy,2 or below,47.4
2012,Manitoba,46,Females,45 to 54 years,Numeracy,2 or below,55.8
2012,Manitoba,46,Females,55 to 65 years,Literacy,2 or below,57.5
2012,Manitoba,46,Females,55 to 65 years,Numeracy,2 or below,69.7
2012,Saskatchewan,47,Both sexes,Total age groups,Literacy,2 or below,49.9
2012,Saskatchewan,47,Both sexes,Total age groups,Numeracy,2 or below,56.5
2012,Saskatchewan,47,Both sexes,16 to 24 years,Literacy,2 or below,54.0
2012,Saskatchewan,47,Both sexes,16 to 24 years,Numeracy,2 or below,62.0
2012,Saskatchewan,47,Both sexes,25 to 34 years,Literacy,2 or below,45.1
2012,Saskatchewan,47,Both sexes,25 to 34 years,Numeracy,2 or below,50.8
2012,Saskatchewan,47,Both sexes,35 to 44 years,Literacy,2 or below,43.3
2012,Saskatchewan,47,Both sexes,35 to 44 years,Numeracy,2 or below,47.3
2012,Saskatchewan,47,Both sexes,45 to 54 years,Literacy,2 or below,50.2
2012,Saskatchewan,47,Both sexes,45 to 54 years,Numeracy,2 or below,56.5
2012,Saskatchewan,47,Both sexes,55 to 65 years,Literacy,2 or below,56.4
2012,Saskatchewan,47,Both sexes,55 to 65 years,Numeracy,2 or below,65.5
2012,Saskatchewan,47,Males,Total age groups,Literacy,2 or below,51.6
2012,Saskatchewan,47,Males,Total age groups,Numeracy,2 or below,52.0
2012,Saskatchewan,47,Males,16 to 24 years,Literacy,2 or below,55.2
2012,Saskatchewan,47,Males,16 to 24 years,Numeracy,2 or below,57.3
2012,Saskatchewan,47,Males,25 to 34 years,Literacy,2 or below,47.2
2012,Saskatchewan,47,Males,25 to 34 years,Numeracy,2 or below,46.9
2012,Saskatchewan,47,Males,35 to 44 years,Literacy,2 or below,46.6
2012,Saskatchewan,47,Males,35 to 44 years,Numeracy,2 or below,41.9
2012,Saskatchewan,47,Males,45 to 54 years,Literacy,2 or below,50.1
2012,Saskatchewan,47,Males,45 to 54 years,Numeracy,2 or below,52.7
2012,Saskatchewan,47,Males,55 to 65 years,Literacy,2 or below,58.9
2012,Saskatchewan,47,Males,55 to 65 years,Numeracy,2 or below,60.5
2012,Saskatchewan,47,Females,Total age groups,Literacy,2 or below,48.1
2012,Saskatchewan,47,Females,Total age groups,Numeracy,2 or below,61.1
2012,Saskatchewan,47,Females,16 to 24 years,Literacy,2 or below,52.6
2012,Saskatchewan,47,Females,16 to 24 years,Numeracy,2 or below,67.0
2012,Saskatchewan,47,Females,25 to 34 years,Literacy,2 or below,42.9
2012,Saskatchewan,47,Females,25 to 34 years,Numeracy,2 or below,54.7
2012,Saskatchewan,47,Females,35 to 44 years,Literacy,2 or below,39.9
2012,Saskatchewan,47,Females,35 to 44 years,Numeracy,2 or below,52.7
2012,Saskatchewan,47,Females,45 to 54 years,Literacy,2 or below,50.4
2012,Saskatchewan,47,Females,45 to 54 years,Numeracy,2 or below,60.4
2012,Saskatchewan,47,Females,55 to 65 years,Literacy,2 or below,54.1
2012,Saskatchewan,47,Females,55 to 65 years,Numeracy,2 or below,70.5
2012,Alberta,48,Both sexes,Total age groups,Literacy,2 or below,44.9
2012,Alberta,48,Both sexes,Total age groups,Numeracy,2 or below,52.7
2012,Alberta,48,Both sexes,16 to 24 years,Literacy,2 or below,44.7
2012,Alberta,48,Both sexes,16 to 24 years,Numeracy,2 or below,53.4
2012,Alberta,48,Both sexes,25 to 34 years,Literacy,2 or below,36.5
2012,Alberta,48,Both sexes,25 to 34 years,Numeracy,2 or below,46.3
2012,Alberta,48,Both sexes,35 to 44 years,Literacy,2 or below,40.7
2012,Alberta,48,Both sexes,35 to 44 years,Numeracy,2 or below,50.1
2012,Alberta,48,Both sexes,45 to 54 years,Literacy,2 or below,48.3
2012,Alberta,48,Both sexes,45 to 54 years,Numeracy,2 or below,53.0
2012,Alberta,48,Both sexes,55 to 65 years,Literacy,2 or below,56.9
2012,Alberta,48,Both sexes,55 to 65 years,Numeracy,2 or below,62.9
2012,Alberta,48,Males,Total age groups,Literacy,2 or below,43.4
2012,Alberta,48,Males,Total age groups,Numeracy,2 or below,46.3
2012,Alberta,48,Males,16 to 24 years,Literacy,2 or below,43.6
2012,Alberta,48,Males,16 to 24 years,Numeracy,2 or below,49.1
2012,Alberta,48,Males,25 to 34 years,Literacy,2 or below,35.2
2012,Alberta,48,Males,25 to 34 years,Numeracy,2 or below,41.4
2012,Alberta,48,Males,35 to 44 years,Literacy,2 or below,41.8
2012,Alberta,48,Males,35 to 44 years,Numeracy,2 or below,46.7
2012,Alberta,48,Males,45 to 54 years,Literacy,2 or below,45.7
2012,Alberta,48,Males,45 to 54 years,Numeracy,2 or below,43.8
2012,Alberta,48,Males,55 to 65 years,Literacy,2 or below,53.6
2012,Alberta,48,Males,55 to 65 years,Numeracy,2 or below,52.8
2012,Alberta,48,Females,Total age groups,Literacy,2 or below,46.5
2012,Alberta,48,Females,Total age groups,Numeracy,2 or below,59.4
2012,Alberta,48,Females,16 to 24 years,Literacy,2 or below,45.8
2012,Alberta,48,Females,16 to 24 years,Numeracy,2 or below,58.1
2012,Alberta,48,Females,25 to 34 years,Literacy,2 or below,38.1
2012,Alberta,48,Females,25 to 34 years,Numeracy,2 or below,51.5
2012,Alberta,48,Females,35 to 44 years,Literacy,2 or below,39.5
2012,Alberta,48,Females,35 to 44 years,Numeracy,2 or below,53.7
2012,Alberta,48,Females,45 to 54 years,Literacy,2 or below,51.1
2012,Alberta,48,Females,45 to 54 years,Numeracy,2 or below,62.7
2012,Alberta,48,Females,55 to 65 years,Literacy,2 or below,60.2
2012,Alberta,48,Females,55 to 65 years,Numeracy,2 or below,73.1
2012,British Columbia,59,Both sexes,Total age groups,Literacy,2 or below,45.9
2012,British Columbia,59,Both sexes,Total age groups,Numeracy,2 or below,52.3
2012,British Columbia,59,Both sexes,16 to 24 years,Literacy,2 or below,43.2
2012,British Columbia,59,Both sexes,16 to 24 years,Numeracy,2 or below,52.3
2012,British Columbia,59,Both sexes,25 to 34 years,Literacy,2 or below,39.1
2012,British Columbia,59,Both sexes,25 to 34 years,Numeracy,2 or below,45.2
