Year,Geography,Sex,Age group,GeoCode,Value
2016,Manitoba,Both sexes,55 years and over,46,4.1
2016,Manitoba,Both sexes,15 to 64 years,46,6.2
2016,Manitoba,Both sexes,15 to 19 years,46,17.5
2016,Manitoba,Both sexes,20 to 24 years,46,9.6
2016,Manitoba,Both sexes,25 to 29 years,46,7.1
2016,Manitoba,Both sexes,30 to 34 years,46,5.2
2016,Manitoba,Both sexes,35 to 39 years,46,4.0
2016,Manitoba,Both sexes,40 to 44 years,46,4.4
2016,Manitoba,Both sexes,45 to 49 years,46,4.5
2016,Manitoba,Both sexes,50 to 54 years,46,4.7
2016,Manitoba,Both sexes,55 to 59 years,46,4.6
2016,Manitoba,Both sexes,60 to 64 years,46,4.5
2016,Manitoba,Both sexes,65 years and over,46,2.7
2016,Manitoba,Both sexes,65 to 69 years,46,3.4
2016,Manitoba,Both sexes,70 years and over,46,
2016,Manitoba,Males,15 years and over,46,6.6
2016,Manitoba,Males,15 to 24 years,46,14.2
2016,Manitoba,Males,25 years and over,46,5.1
2016,Manitoba,Males,25 to 44 years,46,5.6
2016,Manitoba,Males,45 to 64 years,46,4.8
2016,Manitoba,Males,45 years and over,46,4.6
2016,Manitoba,Males,25 to 54 years,46,5.3
2016,Manitoba,Males,55 years and over,46,4.5
2016,Manitoba,Males,15 to 64 years,46,6.8
2016,Manitoba,Males,15 to 19 years,46,20.0
2016,Manitoba,Males,20 to 24 years,46,11.1
2016,Manitoba,Males,25 to 29 years,46,8.4
2016,Manitoba,Males,30 to 34 years,46,5.3
2016,Manitoba,Males,35 to 39 years,46,4.2
2016,Manitoba,Males,40 to 44 years,46,4.5
2016,Manitoba,Males,45 to 49 years,46,4.6
2016,Manitoba,Males,50 to 54 years,46,4.7
2016,Manitoba,Males,55 to 59 years,46,4.8
2016,Manitoba,Males,60 to 64 years,46,5.4
2016,Manitoba,Males,65 years and over,46,
2016,Manitoba,Males,65 to 69 years,46,
2016,Manitoba,Males,70 years and over,46,
2016,Manitoba,Females,15 years and over,46,5.5
2016,Manitoba,Females,15 to 24 years,46,10.9
2016,Manitoba,Females,25 years and over,46,4.4
2016,Manitoba,Females,25 to 44 years,46,4.6
2016,Manitoba,Females,45 to 64 years,46,4.3
2016,Manitoba,Females,45 years and over,46,4.1
2016,Manitoba,Females,25 to 54 years,46,4.6
2016,Manitoba,Females,55 years and over,46,3.6
2016,Manitoba,Females,15 to 64 years,46,5.6
2016,Manitoba,Females,15 to 19 years,46,15.3
2016,Manitoba,Females,20 to 24 years,46,7.8
2016,Manitoba,Females,25 to 29 years,46,5.6
2016,Manitoba,Females,30 to 34 years,46,5.0
2016,Manitoba,Females,35 to 39 years,46,3.7
2016,Manitoba,Females,40 to 44 years,46,4.5
2016,Manitoba,Females,45 to 49 years,46,4.4
2016,Manitoba,Females,50 to 54 years,46,4.8
2016,Manitoba,Females,55 to 59 years,46,4.2
2016,Manitoba,Females,60 to 64 years,46,4.0
2016,Manitoba,Females,65 years and over,46,
2016,Manitoba,Females,65 to 69 years,46,
2016,Manitoba,Females,70 years and over,46,
2016,Saskatchewan,Both sexes,15 years and over,47,6.4
2016,Saskatchewan,Both sexes,15 to 24 years,47,11.4
2016,Saskatchewan,Both sexes,25 years and over,47,5.5
2016,Saskatchewan,Both sexes,25 to 44 years,47,5.9
2016,Saskatchewan,Both sexes,45 to 64 years,47,5.3
2016,Saskatchewan,Both sexes,45 years and over,47,5.1
2016,Saskatchewan,Both sexes,25 to 54 years,47,5.7
2016,Saskatchewan,Both sexes,55 years and over,47,5.1
2016,Saskatchewan,Both sexes,15 to 64 years,47,6.5
2016,Saskatchewan,Both sexes,15 to 19 years,47,15.7
2016,Saskatchewan,Both sexes,20 to 24 years,47,8.6
2016,Saskatchewan,Both sexes,25 to 29 years,47,7.1
2016,Saskatchewan,Both sexes,30 to 34 years,47,6.1
2016,Saskatchewan,Both sexes,35 to 39 years,47,5.8
2016,Saskatchewan,Both sexes,40 to 44 years,47,4.3
2016,Saskatchewan,Both sexes,45 to 49 years,47,5.3
2016,Saskatchewan,Both sexes,50 to 54 years,47,4.9
2016,Saskatchewan,Both sexes,55 to 59 years,47,5.5
2016,Saskatchewan,Both sexes,60 to 64 years,47,5.2
2016,Saskatchewan,Both sexes,65 years and over,47,4.3
2016,Saskatchewan,Both sexes,65 to 69 years,47,4.3
2016,Saskatchewan,Both sexes,70 years and over,47,4.2
2016,Saskatchewan,Males,15 years and over,47,7.1
2016,Saskatchewan,Males,15 to 24 years,47,13.7
2016,Saskatchewan,Males,25 years and over,47,5.9
2016,Saskatchewan,Males,25 to 44 years,47,6.0
2016,Saskatchewan,Males,45 to 64 years,47,6.0
2016,Saskatchewan,Males,45 years and over,47,5.9
2016,Saskatchewan,Males,25 to 54 years,47,6.0
2016,Saskatchewan,Males,55 years and over,47,5.8
2016,Saskatchewan,Males,15 to 64 years,47,7.2
2016,Saskatchewan,Males,15 to 19 years,47,19.2
2016,Saskatchewan,Males,20 to 24 years,47,10.6
2016,Saskatchewan,Males,25 to 29 years,47,7.7
2016,Saskatchewan,Males,30 to 34 years,47,6.3
2016,Saskatchewan,Males,35 to 39 years,47,6.0
2016,Saskatchewan,Males,40 to 44 years,47,4.3
2016,Saskatchewan,Males,45 to 49 years,47,5.6
2016,Saskatchewan,Males,50 to 54 years,47,6.0
2016,Saskatchewan,Males,55 to 59 years,47,6.6
2016,Saskatchewan,Males,60 to 64 years,47,5.6
2016,Saskatchewan,Males,65 years and over,47,
2016,Saskatchewan,Males,65 to 69 years,47,
2016,Saskatchewan,Males,70 years and over,47,
2016,Saskatchewan,Females,15 years and over,47,5.6
2016,Saskatchewan,Females,15 to 24 years,47,8.8
2016,Saskatchewan,Females,25 years and over,47,5.0
2016,Saskatchewan,Females,25 to 44 years,47,5.7
2016,Saskatchewan,Females,45 to 64 years,47,4.4
2016,Saskatchewan,Females,45 years and over,47,4.2
2016,Saskatchewan,Females,25 to 54 years,47,5.3
2016,Saskatchewan,Females,55 years and over,47,4.2
2016,Saskatchewan,Females,15 to 64 years,47,5.7
2016,Saskatchewan,Females,15 to 19 years,47,12.9
2016,Saskatchewan,Females,20 to 24 years,47,6.3
2016,Saskatchewan,Females,25 to 29 years,47,6.4
2016,Saskatchewan,Females,30 to 34 years,47,6.1
2016,Saskatchewan,Females,35 to 39 years,47,5.9
2016,Saskatchewan,Females,40 to 44 years,47,4.4
2016,Saskatchewan,Females,45 to 49 years,47,5.0
2016,Saskatchewan,Females,50 to 54 years,47,3.5
2016,Saskatchewan,Females,55 to 59 years,47,4.2
2016,Saskatchewan,Females,60 to 64 years,47,5.1
2016,Saskatchewan,Females,65 years and over,47,
2016,Saskatchewan,Females,65 to 69 years,47,
2016,Saskatchewan,Females,70 years and over,47,
2016,Alberta,Both sexes,15 years and over,48,8.2
2016,Alberta,Both sexes,15 to 24 years,48,12.8
2016,Alberta,Both sexes,25 years and over,48,7.4
2016,Alberta,Both sexes,25 to 44 years,48,7.1
2016,Alberta,Both sexes,45 to 64 years,48,8.0
2016,Alberta,Both sexes,45 years and over,48,7.8
2016,Alberta,Both sexes,25 to 54 years,48,7.2
2016,Alberta,Both sexes,55 years and over,48,8.1
2016,Alberta,Both sexes,15 to 64 years,48,8.3
2016,Alberta,Both sexes,15 to 19 years,48,17.5
2016,Alberta,Both sexes,20 to 24 years,48,10.0
2016,Alberta,Both sexes,25 to 29 years,48,8.1
2016,Alberta,Both sexes,30 to 34 years,48,6.6
2016,Alberta,Both sexes,35 to 39 years,48,6.6
2016,Alberta,Both sexes,40 to 44 years,48,7.1
2016,Alberta,Both sexes,45 to 49 years,48,7.9
2016,Alberta,Both sexes,50 to 54 years,48,7.2
2016,Alberta,Both sexes,55 to 59 years,48,7.4
2016,Alberta,Both sexes,60 to 64 years,48,10.6
2016,Alberta,Both sexes,65 years and over,48,5.6
2016,Alberta,Both sexes,65 to 69 years,48,6.6
2016,Alberta,Both sexes,70 years and over,48,
2016,Alberta,Males,15 years and over,48,8.8
2016,Alberta,Males,15 to 24 years,48,14.1
2016,Alberta,Males,25 years and over,48,7.9
2016,Alberta,Males,25 to 44 years,48,7.8
2016,Alberta,Males,45 to 64 years,48,8.2
2016,Alberta,Males,45 years and over,48,8.1
2016,Alberta,Males,25 to 54 years,48,7.8
2016,Alberta,Males,55 years and over,48,8.3
2016,Alberta,Males,15 to 64 years,48,8.9
2016,Alberta,Males,15 to 19 years,48,17.9
2016,Alberta,Males,20 to 24 years,48,11.9
2016,Alberta,Males,25 to 29 years,48,9.1
2016,Alberta,Males,30 to 34 years,48,7.2
2016,Alberta,Males,35 to 39 years,48,6.9
2016,Alberta,Males,40 to 44 years,48,8.0
2016,Alberta,Males,45 to 49 years,48,7.5
2016,Alberta,Males,50 to 54 years,48,8.2
2016,Alberta,Males,55 to 59 years,48,7.2
2016,Alberta,Males,60 to 64 years,48,10.9
2016,Alberta,Males,65 years and over,48,
2016,Alberta,Males,65 to 69 years,48,
2016,Alberta,Males,70 years and over,48,
2016,Alberta,Females,15 years and over,48,7.5
2016,Alberta,Females,15 to 24 years,48,11.4
2016,Alberta,Females,25 years and over,48,6.8
2016,Alberta,Females,25 to 44 years,48,6.2
2016,Alberta,Females,45 to 64 years,48,7.8
2016,Alberta,Females,45 years and over,48,7.4
2016,Alberta,Females,25 to 54 years,48,6.5
2016,Alberta,Females,55 years and over,48,7.7
2016,Alberta,Females,15 to 64 years,48,7.6
2016,Alberta,Females,15 to 19 years,48,17.2
2016,Alberta,Females,20 to 24 years,48,7.9
2016,Alberta,Females,25 to 29 years,48,6.8
2016,Alberta,Females,30 to 34 years,48,5.8
2016,Alberta,Females,35 to 39 years,48,6.2
2016,Alberta,Females,40 to 44 years,48,6.1
2016,Alberta,Females,45 to 49 years,48,8.3
2016,Alberta,Females,50 to 54 years,48,6.1
2016,Alberta,Females,55 to 59 years,48,7.6
2016,Alberta,Females,60 to 64 years,48,10.4
2016,Alberta,Females,65 years and over,48,
2016,Alberta,Females,65 to 69 years,48,
2016,Alberta,Females,70 years and over,48,
2016,British Columbia,Both sexes,15 years and over,59,6.1
2016,British Columbia,Both sexes,15 to 24 years,59,10.1
2016,British Columbia,Both sexes,25 years and over,59,5.4
2016,British Columbia,Both sexes,25 to 44 years,59,5.6
2016,British Columbia,Both sexes,45 to 64 years,59,5.2
2016,British Columbia,Both sexes,45 years and over,59,5.3
2016,British Columbia,Both sexes,25 to 54 years,59,5.3
2016,British Columbia,Both sexes,55 years and over,59,5.6
2016,British Columbia,Both sexes,15 to 64 years,59,6.1
2016,British Columbia,Both sexes,15 to 19 years,59,13.5
2016,British Columbia,Both sexes,20 to 24 years,59,8.3
2016,British Columbia,Both sexes,25 to 29 years,59,7.0
2016,British Columbia,Both sexes,30 to 34 years,59,5.3
2016,British Columbia,Both sexes,35 to 39 years,59,5.1
2016,British Columbia,Both sexes,40 to 44 years,59,4.9
2016,British Columbia,Both sexes,45 to 49 years,59,4.7
2016,British Columbia,Both sexes,50 to 54 years,59,5.1
2016,British Columbia,Both sexes,55 to 59 years,59,5.3
2016,British Columbia,Both sexes,60 to 64 years,59,6.1
2016,British Columbia,Both sexes,65 years and over,59,5.5
2016,British Columbia,Both sexes,65 to 69 years,59,5.3
2016,British Columbia,Both sexes,70 years and over,59,6.0
2016,British Columbia,Males,15 years and over,59,6.6
2016,British Columbia,Males,15 to 24 years,59,11.4
2016,British Columbia,Males,25 years and over,59,5.8
2016,British Columbia,Males,25 to 44 years,59,6.2
2016,British Columbia,Males,45 to 64 years,59,5.3
2016,British Columbia,Males,45 years and over,59,5.5
2016,British Columbia,Males,25 to 54 years,59,5.7
2016,British Columbia,Males,55 years and over,59,6.3
2016,British Columbia,Males,15 to 64 years,59,6.6
2016,British Columbia,Males,15 to 19 years,59,14.5
2016,British Columbia,Males,20 to 24 years,59,9.9
2016,British Columbia,Males,25 to 29 years,59,8.4
2016,British Columbia,Males,30 to 34 years,59,5.9
2016,British Columbia,Males,35 to 39 years,59,4.6
2016,British Columbia,Males,40 to 44 years,59,5.8
2016,British Columbia,Males,45 to 49 years,59,4.6
2016,British Columbia,Males,50 to 54 years,59,4.7
2016,British Columbia,Males,55 to 59 years,59,5.5
2016,British Columbia,Males,60 to 64 years,59,7.1
2016,British Columbia,Males,65 years and over,59,7.0
2016,British Columbia,Males,65 to 69 years,59,
2016,British Columbia,Males,70 years and over,59,
2016,British Columbia,Females,15 years and over,59,5.5
2016,British Columbia,Females,15 to 24 years,59,8.8
2016,British Columbia,Females,25 years and over,59,4.9
2016,British Columbia,Females,25 to 44 years,59,4.9
2016,British Columbia,Females,45 to 64 years,59,5.1
2016,British Columbia,Females,45 years and over,59,5.0
2016,British Columbia,Females,25 to 54 years,59,5.0
2016,British Columbia,Females,55 years and over,59,4.8
2016,British Columbia,Females,15 to 64 years,59,5.6
2016,British Columbia,Females,15 to 19 years,59,12.5
2016,British Columbia,Females,20 to 24 years,59,6.6
2016,British Columbia,Females,25 to 29 years,59,5.5
2016,British Columbia,Females,30 to 34 years,59,4.6
2016,British Columbia,Females,35 to 39 years,59,5.5
2016,British Columbia,Females,40 to 44 years,59,3.9
2016,British Columbia,Females,45 to 49 years,59,4.8
2016,British Columbia,Females,50 to 54 years,59,5.6
2016,British Columbia,Females,55 to 59 years,59,5.1
2016,British Columbia,Females,60 to 64 years,59,5.1
2016,British Columbia,Females,65 years and over,59,3.4
2016,British Columbia,Females,65 to 69 years,59,
2016,British Columbia,Females,70 years and over,59,
2017,Canada,Both sexes,15 to 24 years,,11.2
2017,Canada,Both sexes,25 years and over,,5.6
2017,Canada,Both sexes,25 to 44 years,,5.7
2017,Canada,Both sexes,45 to 64 years,,5.5
2017,Canada,Both sexes,45 years and over,,5.5
2017,Canada,Both sexes,25 to 54 years,,5.5
2017,Canada,Both sexes,55 years and over,,5.8
2017,Canada,Both sexes,15 to 64 years,,6.5
2017,Canada,Both sexes,15 to 19 years,,15.2
2017,Canada,Both sexes,20 to 24 years,,9.0
2017,Canada,Both sexes,25 to 29 years,,7.3
2017,Canada,Both sexes,30 to 34 years,,5.4
2017,Canada,Both sexes,35 to 39 years,,5.0
2017,Canada,Both sexes,40 to 44 years,,5.1
2017,Canada,Both sexes,45 to 49 years,,5.4
2017,Canada,Both sexes,50 to 54 years,,5.0
2017,Canada,Both sexes,55 to 59 years,,5.5
2017,Canada,Both sexes,60 to 64 years,,6.8
2017,Canada,Both sexes,65 years and over,,5.1
2017,Canada,Both sexes,65 to 69 years,,5.6
2017,Canada,Both sexes,70 years and over,,4.0
2017,Canada,Males,15 years and over,,6.9
2017,Canada,Males,15 to 24 years,,12.8
2017,Canada,Males,25 years and over,,5.9
2017,Canada,Males,25 to 44 years,,6.0
2017,Canada,Males,45 to 64 years,,5.8
2017,Canada,Males,45 years and over,,5.8
2017,Canada,Males,25 to 54 years,,5.8
2017,Canada,Males,55 years and over,,6.2
2017,Canada,Males,15 to 64 years,,7.0
2017,Canada,Males,15 to 19 years,,16.9
2017,Canada,Males,20 to 24 years,,10.5
2017,Canada,Males,25 to 29 years,,8.1
2017,Canada,Males,30 to 34 years,,5.6
2017,Canada,Males,35 to 39 years,,5.1
2017,Canada,Males,40 to 44 years,,5.0
2017,Canada,Males,45 to 49 years,,5.3
2017,Canada,Males,50 to 54 years,,5.3
2017,Canada,Males,55 to 59 years,,5.9
2017,Canada,Males,60 to 64 years,,7.3
2017,Canada,Males,65 years and over,,5.3
2017,Canada,Males,65 to 69 years,,6.1
2017,Canada,Males,70 years and over,,3.9
2017,Canada,Females,15 years and over,,5.9
2017,Canada,Females,15 to 24 years,,9.6
2017,Canada,Females,25 years and over,,5.3
2017,Canada,Females,25 to 44 years,,5.4
2017,Canada,Females,45 to 64 years,,5.2
2017,Canada,Females,45 years and over,,5.2
2017,Canada,Females,25 to 54 years,,5.3
2017,Canada,Females,55 years and over,,5.3
2017,Canada,Females,15 to 64 years,,6.0
2017,Canada,Females,15 to 19 years,,13.4
2017,Canada,Females,20 to 24 years,,7.3
2017,Canada,Females,25 to 29 years,,6.4
2017,Canada,Females,30 to 34 years,,5.3
2017,Canada,Females,35 to 39 years,,4.8
2017,Canada,Females,40 to 44 years,,5.2
2017,Canada,Females,45 to 49 years,,5.4
2017,Canada,Females,50 to 54 years,,4.7
2017,Canada,Females,55 to 59 years,,5.0
2017,Canada,Females,60 to 64 years,,6.1
2017,Canada,Females,65 years and over,,4.7
2017,Canada,Females,65 to 69 years,,4.9
2017,Canada,Females,70 years and over,,4.2
2017,Newfoundland and Labrador,Both sexes,15 years and over,10,15.2
2017,Newfoundland and Labrador,Both sexes,15 to 24 years,10,17.4
2017,Newfoundland and Labrador,Both sexes,25 years and over,10,14.9
2017,Newfoundland and Labrador,Both sexes,25 to 44 years,10,12.8
2017,Newfoundland and Labrador,Both sexes,45 to 64 years,10,16.6
2017,Newfoundland and Labrador,Both sexes,45 years and over,10,16.6
2017,Newfoundland and Labrador,Both sexes,25 to 54 years,10,13.4
2017,Newfoundland and Labrador,Both sexes,55 years and over,10,19.3
2017,Newfoundland and Labrador,Both sexes,15 to 64 years,10,15.2
2017,Newfoundland and Labrador,Both sexes,15 to 19 years,10,22.9
2017,Newfoundland and Labrador,Both sexes,20 to 24 years,10,13.8
2017,Newfoundland and Labrador,Both sexes,25 to 29 years,10,16.1
2017,Newfoundland and Labrador,Both sexes,30 to 34 years,10,13.2
2017,Newfoundland and Labrador,Both sexes,35 to 39 years,10,11.1
2017,Newfoundland and Labrador,Both sexes,40 to 44 years,10,11.6
2017,Newfoundland and Labrador,Both sexes,45 to 49 years,10,12.3
2017,Newfoundland and Labrador,Both sexes,50 to 54 years,10,15.7
2017,Newfoundland and Labrador,Both sexes,55 to 59 years,10,18.0
2017,Newfoundland and Labrador,Both sexes,60 to 64 years,10,22.4
2017,Newfoundland and Labrador,Both sexes,65 years and over,10,16.9
2017,Newfoundland and Labrador,Both sexes,65 to 69 years,10,17.5
2017,Newfoundland and Labrador,Both sexes,70 years and over,10,
2017,Newfoundland and Labrador,Males,15 years and over,10,18.8
2017,Newfoundland and Labrador,Males,15 to 24 years,10,21.1
2017,Newfoundland and Labrador,Males,25 years and over,10,18.5
2017,Newfoundland and Labrador,Males,25 to 44 years,10,16.6
2017,Newfoundland and Labrador,Males,45 to 64 years,10,20.0
2017,Newfoundland and Labrador,Males,45 years and over,10,20.0
2017,Newfoundland and Labrador,Males,25 to 54 years,10,17.1
2017,Newfoundland and Labrador,Males,55 years and over,10,22.1
2017,Newfoundland and Labrador,Males,15 to 64 years,10,18.8
2017,Newfoundland and Labrador,Males,15 to 19 years,10,29.2
2017,Newfoundland and Labrador,Males,20 to 24 years,10,16.7
2017,Newfoundland and Labrador,Males,25 to 29 years,10,19.5
2017,Newfoundland and Labrador,Males,30 to 34 years,10,15.9
2017,Newfoundland and Labrador,Males,35 to 39 years,10,13.7
2017,Newfoundland and Labrador,Males,40 to 44 years,10,16.3
2017,Newfoundland and Labrador,Males,45 to 49 years,10,16.1
2017,Newfoundland and Labrador,Males,50 to 54 years,10,20.0
2017,Newfoundland and Labrador,Males,55 to 59 years,10,21.7
2017,Newfoundland and Labrador,Males,60 to 64 years,10,23.7
2017,Newfoundland and Labrador,Males,65 years and over,10,
2017,Newfoundland and Labrador,Males,65 to 69 years,10,
2017,Newfoundland and Labrador,Males,70 years and over,10,
2017,Newfoundland and Labrador,Females,15 years and over,10,11.3
2017,Newfoundland and Labrador,Females,15 to 24 years,10,13.5
2017,Newfoundland and Labrador,Females,25 years and over,10,11.0
2017,Newfoundland and Labrador,Females,25 to 44 years,10,9.2
2017,Newfoundland and Labrador,Females,45 to 64 years,10,12.8
2017,Newfoundland and Labrador,Females,45 years and over,10,12.6
2017,Newfoundland and Labrador,Females,25 to 54 years,10,9.6
2017,Newfoundland and Labrador,Females,55 years and over,10,15.7
2017,Newfoundland and Labrador,Females,15 to 64 years,10,11.3
2017,Newfoundland and Labrador,Females,15 to 19 years,10,18.2
2017,Newfoundland and Labrador,Females,20 to 24 years,10,10.5
2017,Newfoundland and Labrador,Females,25 to 29 years,10,11.4
2017,Newfoundland and Labrador,Females,30 to 34 years,10,9.5
2017,Newfoundland and Labrador,Females,35 to 39 years,10,8.4
2017,Newfoundland and Labrador,Females,40 to 44 years,10,7.3
2017,Newfoundland and Labrador,Females,45 to 49 years,10,9.4
2017,Newfoundland and Labrador,Females,50 to 54 years,10,11.7
2017,Newfoundland and Labrador,Females,55 to 59 years,10,13.7
2017,Newfoundland and Labrador,Females,60 to 64 years,10,20.7
2017,Newfoundland and Labrador,Females,65 years and over,10,
2017,Newfoundland and Labrador,Females,65 to 69 years,10,
2017,Newfoundland and Labrador,Females,70 years and over,10,
2017,Prince Edward Island,Both sexes,15 years and over,11,9.9
2017,Prince Edward Island,Both sexes,15 to 24 years,11,13.3
2017,Prince Edward Island,Both sexes,25 years and over,11,9.2
2017,Prince Edward Island,Both sexes,25 to 44 years,11,9.3
2017,Prince Edward Island,Both sexes,45 to 64 years,11,8.9
2017,Prince Edward Island,Both sexes,45 years and over,11,9.2
2017,Prince Edward Island,Both sexes,25 to 54 years,11,8.7
2017,Prince Edward Island,Both sexes,55 years and over,11,10.6
2017,Prince Edward Island,Both sexes,15 to 64 years,11,9.8
2017,Prince Edward Island,Both sexes,15 to 19 years,11,18.0
2017,Prince Edward Island,Both sexes,20 to 24 years,11,10.3
2017,Prince Edward Island,Both sexes,25 to 29 years,11,10.4
2017,Prince Edward Island,Both sexes,30 to 34 years,11,7.9
2017,Prince Edward Island,Both sexes,35 to 39 years,11,7.7
2017,Prince Edward Island,Both sexes,40 to 44 years,11,9.9
2017,Prince Edward Island,Both sexes,45 to 49 years,11,9.4
2017,Prince Edward Island,Both sexes,50 to 54 years,11,7.1
2017,Prince Edward Island,Both sexes,55 to 59 years,11,9.1
2017,Prince Edward Island,Both sexes,60 to 64 years,11,12.3
2017,Prince Edward Island,Both sexes,65 years and over,11,11.1
2017,Prince Edward Island,Both sexes,65 to 69 years,11,12.1
2017,Prince Edward Island,Both sexes,70 years and over,11,
2017,Prince Edward Island,Males,15 years and over,11,11.3
2017,Prince Edward Island,Males,15 to 24 years,11,15.4
2017,Prince Edward Island,Males,25 years and over,11,10.6
2017,Prince Edward Island,Males,25 to 44 years,11,10.7
2017,Prince Edward Island,Males,45 to 64 years,11,10.2
2017,Prince Edward Island,Males,45 years and over,11,10.5
2017,Prince Edward Island,Males,25 to 54 years,11,10.3
2017,Prince Edward Island,Males,55 years and over,11,11.3
2017,Prince Edward Island,Males,15 to 64 years,11,11.3
2017,Prince Edward Island,Males,15 to 19 years,11,20.0
2017,Prince Edward Island,Males,20 to 24 years,11,12.5
2017,Prince Edward Island,Males,25 to 29 years,11,9.8
2017,Prince Edward Island,Males,30 to 34 years,11,10.3
2017,Prince Edward Island,Males,35 to 39 years,11,10.0
2017,Prince Edward Island,Males,40 to 44 years,11,12.8
2017,Prince Edward Island,Males,45 to 49 years,11,11.1
2017,Prince Edward Island,Males,50 to 54 years,11,8.2
2017,Prince Edward Island,Males,55 to 59 years,11,8.7
2017,Prince Edward Island,Males,60 to 64 years,11,13.9
2017,Prince Edward Island,Males,65 years and over,11,12.1
2017,Prince Edward Island,Males,65 to 69 years,11,
2017,Prince Edward Island,Males,70 years and over,11,
2017,Prince Edward Island,Females,15 years and over,11,8.0
2017,Prince Edward Island,Females,15 to 24 years,11,11.1
2017,Prince Edward Island,Females,25 years and over,11,7.8
2017,Prince Edward Island,Females,25 to 44 years,11,7.8
2017,Prince Edward Island,Females,45 to 64 years,11,7.4
2017,Prince Edward Island,Females,45 years and over,11,7.7
2017,Prince Edward Island,Females,25 to 54 years,11,7.0
2017,Prince Edward Island,Females,55 years and over,11,8.7
2017,Prince Edward Island,Females,15 to 64 years,11,7.9
2017,Prince Edward Island,Females,15 to 19 years,11,16.0
2017,Prince Edward Island,Females,20 to 24 years,11,7.9
2017,Prince Edward Island,Females,25 to 29 years,11,11.1
2017,Prince Edward Island,Females,30 to 34 years,11,5.4
2017,Prince Edward Island,Females,35 to 39 years,11,5.3
2017,Prince Edward Island,Females,40 to 44 years,11,7.1
2017,Prince Edward Island,Females,45 to 49 years,11,7.3
2017,Prince Edward Island,Females,50 to 54 years,11,6.0
2017,Prince Edward Island,Females,55 to 59 years,11,9.5
2017,Prince Edward Island,Females,60 to 64 years,11,10.3
2017,Prince Edward Island,Females,65 years and over,11,9.5
2017,Prince Edward Island,Females,65 to 69 years,11,
2017,Prince Edward Island,Females,70 years and over,11,
2017,Nova Scotia,Both sexes,15 years and over,12,8.5
2017,Nova Scotia,Both sexes,15 to 24 years,12,16.3
2017,Nova Scotia,Both sexes,25 years and over,12,7.2
2017,Nova Scotia,Both sexes,25 to 44 years,12,7.5
2017,Nova Scotia,Both sexes,45 to 64 years,12,7.0
2017,Nova Scotia,Both sexes,45 years and over,12,7.0
2017,Nova Scotia,Both sexes,25 to 54 years,12,7.1
2017,Nova Scotia,Both sexes,55 years and over,12,7.4
2017,Nova Scotia,Both sexes,15 to 64 years,12,8.6
2017,Nova Scotia,Both sexes,15 to 19 years,12,21.2
2017,Nova Scotia,Both sexes,20 to 24 years,12,13.4
2017,Nova Scotia,Both sexes,25 to 29 years,12,8.6
2017,Nova Scotia,Both sexes,30 to 34 years,12,7.6
2017,Nova Scotia,Both sexes,35 to 39 years,12,7.3
2017,Nova Scotia,Both sexes,40 to 44 years,12,6.6
2017,Nova Scotia,Both sexes,45 to 49 years,12,6.5
2017,Nova Scotia,Both sexes,50 to 54 years,12,6.3
2017,Nova Scotia,Both sexes,55 to 59 years,12,7.1
2017,Nova Scotia,Both sexes,60 to 64 years,12,8.5
2017,Nova Scotia,Both sexes,65 years and over,12,6.4
2017,Nova Scotia,Both sexes,65 to 69 years,12,6.7
2017,Nova Scotia,Both sexes,70 years and over,12,
2017,Nova Scotia,Males,15 years and over,12,10.6
2017,Nova Scotia,Males,15 to 24 years,12,19.6
2017,Nova Scotia,Males,25 years and over,12,9.1
2017,Nova Scotia,Males,25 to 44 years,12,9.8
2017,Nova Scotia,Males,45 to 64 years,12,8.8
2017,Nova Scotia,Males,45 years and over,12,8.5
2017,Nova Scotia,Males,25 to 54 years,12,9.2
2017,Nova Scotia,Males,55 years and over,12,8.9
2017,Nova Scotia,Males,15 to 64 years,12,10.8
2017,Nova Scotia,Males,15 to 19 years,12,24.2
2017,Nova Scotia,Males,20 to 24 years,12,17.0
2017,Nova Scotia,Males,25 to 29 years,12,11.6
2017,Nova Scotia,Males,30 to 34 years,12,8.9
2017,Nova Scotia,Males,35 to 39 years,12,10.1
2017,Nova Scotia,Males,40 to 44 years,12,8.1
2017,Nova Scotia,Males,45 to 49 years,12,7.9
2017,Nova Scotia,Males,50 to 54 years,12,8.7
2017,Nova Scotia,Males,55 to 59 years,12,8.3
2017,Nova Scotia,Males,60 to 64 years,12,11.3
2017,Nova Scotia,Males,65 years and over,12,6.6
2017,Nova Scotia,Males,65 to 69 years,12,
2017,Nova Scotia,Males,70 years and over,12,
2017,Nova Scotia,Females,15 years and over,12,6.4
2017,Nova Scotia,Females,15 to 24 years,12,12.7
2017,Nova Scotia,Females,25 years and over,12,5.3
2017,Nova Scotia,Females,25 to 44 years,12,5.3
2017,Nova Scotia,Females,45 to 64 years,12,5.1
2017,Nova Scotia,Females,45 years and over,12,5.2
2017,Nova Scotia,Females,25 to 54 years,12,5.1
2017,Nova Scotia,Females,55 years and over,12,5.7
2017,Nova Scotia,Females,15 to 64 years,12,6.4
2017,Nova Scotia,Females,15 to 19 years,12,17.6
2017,Nova Scotia,Females,20 to 24 years,12,9.6
2017,Nova Scotia,Females,25 to 29 years,12,5.5
2017,Nova Scotia,Females,30 to 34 years,12,5.7
