Year,Géographie,Status,Sexe,Groupe d'âge,GeoCode,Value
2015,Île-du-Prince-Édouard,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,11,15
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,11,4
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,11,8
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,11,11
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,11,5
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,11,11
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,11,15
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,11,6
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,11,11
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,11,16
2015,Île-du-Prince-Édouard,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,11,6
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,11,3
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,11,5
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,11,4
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,11,7
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,11,6
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,11,5
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,11,8
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,11,8
2015,Île-du-Prince-Édouard,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,11,9
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,12,9
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,12,12
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,12,6
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,12,11
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,12,13
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,12,10
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,12,14
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,12,15
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,12,13
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,12,13
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,12,13
2015,Nouvelle-Écosse,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,12,14
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,12,5
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,12,7
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,12,6
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,12,9
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,12,4
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,12,8
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,12,11
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,12,6
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,12,8
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,12,10
2015,Nouvelle-Écosse,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,12,6
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,12,5
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,12,5
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,12,4
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,12,5
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,12,4
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,12,6
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,12,6
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,12,5
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,12,8
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,12,5
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,12,3
2015,Nouvelle-Écosse,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,12,8
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,13,8
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,13,10
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,13,5
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,13,14
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,13,17
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,13,11
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,13,19
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,13,22
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,13,15
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,13,20
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,13,24
2015,Nouveau-Brunswick,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,13,16
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,13,4
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,13,5
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,13,8
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,13,12
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,13,5
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,13,11
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,13,16
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,13,7
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,13,13
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,13,18
2015,Nouveau-Brunswick,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,13,7
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,13,4
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,13,5
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,13,6
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,13,6
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,13,6
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,13,7
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,13,6
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,13,8
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,13,7
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,13,6
2015,Nouveau-Brunswick,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,13,9
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,7
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,9
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,5
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,11
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,13
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,9
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,13
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,16
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,10
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,14
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,17
2015,Québec,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,11
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,3
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,4
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,2
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,5
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,7
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,3
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,6
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,9
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,3
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,6
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,9
2015,Québec,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,3
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,24,4
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,24,5
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,24,3
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,24,6
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,24,7
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,24,6
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,24,8
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,24,8
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,24,7
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,24,8
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,24,8
2015,Québec,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,24,8
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,6
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,7
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,5
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,10
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,11
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,9
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,12
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,14
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,10
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,14
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,16
2015,Ontario,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,12
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,2
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,2
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,1
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,5
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,6
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,3
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,6
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,8
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,4
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,7
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,9
2015,Ontario,"Chômeurs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,5
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,35,4
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,35,4
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,35,4
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,35,5
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,35,7
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Hommes,20 à 24 ans,35,6
2015,Ontario,"Inactifs, Ni en emploi, ni aux études, ni en formation (NEET)",Femmes,20 à 24 ans,35,7
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 19 ans,46,6
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 19 ans,46,6
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 19 ans,46,6
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,15 à 24 ans,46,10
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,15 à 24 ans,46,9
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,15 à 24 ans,46,11
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,18 à 24 ans,46,13
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Hommes,18 à 24 ans,46,12
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Femmes,18 à 24 ans,46,15
2015,Manitoba,"Sous-total, ni en emploi, ni aux études, ni en formation (NEET)",Les deux sexes,20 à 24 ans,46,14
